code,name,easting,northing,latitude,longitude
E01005756,Stockport 004D,391223,392954,53.43329,-2.13357
E01005757,Stockport 014A,390660,391186,53.41739,-2.14199
E01005754,Stockport 004B,390870,392662,53.43066,-2.13888
E01005755,Stockport 004C,391140,391965,53.4244,-2.13479
E01005752,Stockport 012A,393251,391229,53.41782,-2.103
E01005753,Stockport 004A,391339,392429,53.42858,-2.13181
E01005750,Stockport 009D,391543,391243,53.41792,-2.12871
E01005751,Stockport 009E,392458,391480,53.42006,-2.11495
E01005758,Stockport 014B,389815,390030,53.40699,-2.15466
E01005759,Stockport 023A,389192,388503,53.39324,-2.16399
E01006026,Tameside 022B,395829,395129,53.4529,-2.06428
E01006027,Tameside 027B,397528,394629,53.44842,-2.03869
E01006024,Tameside 022A,396277,394999,53.45173,-2.05753
E01006025,Tameside 027A,398051,394921,53.45104,-2.03081
E01006028,Tameside 028A,395469,394822,53.45014,-2.0697
E01006029,Tameside 028B,395261,394691,53.44896,-2.07283
E01005849,Stockport 036C,384832,385659,53.36758,-2.22942
E01005237,Manchester 022E,386682,395216,53.45353,-2.20201
E01005234,Manchester 027E,386948,395260,53.45393,-2.19801
E01005238,Manchester 027F,386893,394858,53.45032,-2.19882
E01005836,Stockport 031B,392618,387240,53.38196,-2.11245
E01005837,Stockport 021D,393011,387858,53.38752,-2.10655
E01005834,Stockport 031A,392342,387617,53.38534,-2.11659
E01005832,Stockport 021A,391775,389251,53.40002,-2.12517
E01005833,Stockport 021B,392285,389077,53.39846,-2.11749
E01005830,Stockport 027E,391016,388325,53.39168,-2.13655
E01005831,Stockport 027F,391323,388054,53.38926,-2.13193
E01005838,Stockport 031C,391965,387206,53.38164,-2.12226
E01005839,Stockport 035C,393151,386758,53.37763,-2.10441
E01005196,Manchester 023B,388759,395182,53.45327,-2.17074
E01005194,Manchester 027A,387513,394865,53.45039,-2.18949
E01005118,Manchester 034A,386518,393073,53.43426,-2.2044
E01005199,Manchester 027B,387682,394627,53.44826,-2.18694
E01005119,Manchester 041A,386589,392144,53.42591,-2.20328
E01005076,Manchester 039A,384140,392098,53.42543,-2.24014
E01005078,Manchester 042B,383712,391524,53.42026,-2.24655
E01005216,Manchester 034D,387406,393624,53.43924,-2.19104
E01005217,Manchester 034E,386732,393501,53.43811,-2.20119
E01005215,Manchester 034C,387997,393326,53.43657,-2.18215
E01005218,Manchester 034F,386780,393911,53.44181,-2.20049
E01005219,Manchester 031A,387107,394283,53.44515,-2.19558
E01005797,Stockport 023C,390044,388627,53.39438,-2.15118
E01005796,Stockport 039E,387947,386578,53.37592,-2.18264
E01005795,Stockport 039D,387627,384687,53.35891,-2.18737
E01005794,Stockport 041B,387965,384912,53.36095,-2.1823
E01005793,Stockport 039C,387107,384933,53.36111,-2.19519
E01005792,Stockport 041A,388045,385445,53.36574,-2.18112
E01005791,Stockport 039B,387443,385357,53.36493,-2.19016
E01005790,Stockport 034D,386366,385998,53.37066,-2.20638
E01005799,Stockport 026D,389137,387904,53.38786,-2.1648
E01005798,Stockport 027A,390042,388151,53.3901,-2.15119
E01033671,Manchester 039F,383927,392347,53.42766,-2.24336
E01005312,Manchester 036E,385773,393378,53.43699,-2.21562
E01005310,Manchester 036C,386041,393683,53.43974,-2.2116
E01005311,Manchester 036D,386078,393261,53.43594,-2.21102
E01005276,Manchester 038C,384604,392713,53.43098,-2.23319
E01005277,Manchester 038D,384631,392186,53.42624,-2.23275
E01005274,Manchester 038A,384503,393036,53.43388,-2.23473
E01005275,Manchester 038B,384298,392578,53.42975,-2.23779
E01005272,Manchester 035B,383964,393068,53.43415,-2.24283
E01005273,Manchester 035C,384901,393296,53.43622,-2.22875
E01005270,Manchester 035A,384376,393420,53.43733,-2.23665
E01005271,Manchester 032C,385251,393632,53.43925,-2.2235
E01005278,Manchester 035D,384694,393692,53.43978,-2.23188
E01005279,Manchester 035E,383928,393610,53.43902,-2.24341
E01005776,Stockport 028E,385443,387593,53.38498,-2.22032
E01005777,Stockport 034A,386481,386578,53.37588,-2.20467
E01005774,Stockport 028D,386116,388315,53.39148,-2.21024
E01005775,Stockport 025D,384056,388153,53.38997,-2.2412
E01005772,Stockport 028B,384874,388016,53.38877,-2.22889
E01005773,Stockport 028C,385623,388234,53.39075,-2.21765
E01005770,Stockport 025B,384068,388579,53.3938,-2.24104
E01005771,Stockport 025C,384547,388694,53.39485,-2.23385
E01005778,Stockport 022B,386983,388780,53.39569,-2.19722
E01005779,Stockport 022C,386802,388505,53.39321,-2.19993
E01006046,Tameside 030E,395130,393483,53.4381,-2.07478
E01006044,Tameside 030C,394641,393602,53.43917,-2.08213
E01006045,Tameside 030D,395619,393127,53.4349,-2.06742
E01006042,Tameside 030A,395499,393605,53.4392,-2.06922
E01006043,Tameside 030B,394815,394013,53.44286,-2.07953
E01006040,Tameside 028E,394660,394769,53.44966,-2.08187
E01006041,Tameside 028F,395092,394338,53.44579,-2.07536
E01005906,Stockport 038B,395780,385102,53.36277,-2.06488
E01005987,Tameside 024B,390445,394696,53.44894,-2.14534
E01005907,Stockport 038C,395441,385392,53.36538,-2.06998
E01005986,Tameside 025B,392230,395034,53.45201,-2.11846
E01005904,Stockport 010E,394448,391040,53.41614,-2.085
E01005985,Tameside 024A,390770,395108,53.45265,-2.14045
E01005905,Stockport 012E,392842,391183,53.4174,-2.10916
E01005984,Tameside 029F,393096,393509,53.43831,-2.10539
E01005902,Stockport 012D,392988,390713,53.41318,-2.10696
E01005983,Tameside 029E,393504,393608,53.43921,-2.09926
E01005903,Stockport 010D,394693,391357,53.41899,-2.08132
E01005982,Tameside 029D,392340,394176,53.44429,-2.11679
E01005900,Stockport 010C,394067,390859,53.4145,-2.09073
E01005981,Tameside 029C,392852,394454,53.4468,-2.10909
E01005901,Stockport 012C,393105,390144,53.40807,-2.10519
E01005980,Tameside 029B,393144,394361,53.44597,-2.10469
E01005908,Stockport 017D,397778,388640,53.39458,-2.03488
E01005989,Tameside 025C,391901,394567,53.44781,-2.12341
E01005909,Stockport 029A,396360,388161,53.39028,-2.0562
E01005988,Tameside 024C,390018,395198,53.45344,-2.15178
E01005866,Stockport 006C,388301,392340,53.42772,-2.17753
E01005867,Stockport 008C,387288,391405,53.41929,-2.19274
E01005864,Stockport 006B,387839,392016,53.42479,-2.18447
E01005865,Stockport 008B,387452,391914,53.42387,-2.19029
E01005862,Stockport 003A,388789,392417,53.42842,-2.17019
E01005863,Stockport 006A,388481,391875,53.42354,-2.1748
E01005860,Stockport 011C,388246,391296,53.41833,-2.17831
E01005861,Stockport 011D,388401,390975,53.41545,-2.17598
E01005868,Stockport 008D,386566,391584,53.42088,-2.20361
E01005869,Stockport 006D,388271,392800,53.43185,-2.178
E01005846,Stockport 040A,385746,386054,53.37115,-2.21569
E01005847,Stockport 040B,385242,385490,53.36607,-2.22325
E01005844,Stockport 036A,385159,386190,53.37236,-2.22452
E01005845,Stockport 036B,384699,386148,53.37197,-2.23143
E01005842,Stockport 038A,392957,385718,53.36828,-2.10731
E01005843,Stockport 021E,392938,388379,53.39219,-2.10765
E01005840,Stockport 031D,391728,387126,53.38092,-2.12582
E01005841,Stockport 035D,392867,386178,53.37242,-2.10867
E01005848,Stockport 040C,385685,385479,53.36598,-2.21659
E01005976,Tameside 026B,393067,395180,53.45333,-2.10587
E01005977,Tameside 026C,393078,394833,53.45022,-2.10569
E01005975,Tameside 021D,392396,394754,53.44949,-2.11597
E01005979,Tameside 029A,393720,394081,53.44346,-2.09602
E01005826,Stockport 024B,391966,388618,53.39433,-2.12228
E01005827,Stockport 024C,391510,388682,53.3949,-2.12913
E01005824,Stockport 024A,391234,389141,53.39902,-2.13329
E01005825,Stockport 019A,390561,388591,53.39407,-2.1434
E01005822,Stockport 016D,389007,389728,53.40426,-2.16681
E01005823,Stockport 018F,388007,389688,53.40388,-2.18185
E01005820,Stockport 018D,388294,389410,53.40138,-2.17752
E01005821,Stockport 018E,387663,389397,53.40125,-2.18702
E01005828,Stockport 024D,392117,388183,53.39042,-2.12
E01005829,Stockport 024E,391709,388031,53.38905,-2.12613
E01005083,Manchester 039D,383859,391874,53.42341,-2.24435
E01005168,Manchester 045B,385482,390722,53.41311,-2.21989
E01005169,Manchester 045C,385030,390120,53.40768,-2.22665
E01005242,Manchester 025B,384642,395206,53.45339,-2.23274
E01005240,Manchester 024A,384026,395129,53.45267,-2.24201
E01005241,Manchester 025A,384573,394840,53.45009,-2.23376
E01005806,Stockport 033A,391474,386061,53.37134,-2.1296
E01005887,Stockport 002A,389142,394513,53.44726,-2.16495
E01005807,Stockport 035B,392015,385687,53.36799,-2.12146
E01005886,Stockport 001A,389748,394681,53.44879,-2.15583
E01005804,Stockport 023E,389464,388716,53.39516,-2.15991
E01005885,Stockport 020E,395830,388736,53.39544,-2.06417
E01005805,Stockport 035A,392314,385988,53.3707,-2.11698
E01005884,Stockport 020D,394638,389016,53.39795,-2.0821
E01005802,Stockport 027C,390549,387802,53.38697,-2.14356
E01005883,Stockport 017C,395914,389407,53.40147,-2.06292
E01005803,Stockport 027D,390264,387474,53.38402,-2.14783
E01005882,Stockport 020C,395082,389229,53.39987,-2.07543
E01005881,Stockport 017B,397050,389571,53.40295,-2.04583
E01005801,Stockport 027B,391019,387812,53.38707,-2.1365
E01005880,Stockport 017A,396785,390230,53.40887,-2.04982
E01005808,Stockport 037A,389638,385853,53.36944,-2.1572
E01005889,Stockport 001C,389685,394207,53.44453,-2.15676
E01005809,Stockport 037B,390052,385275,53.36425,-2.15096
E01005888,Stockport 001B,390037,394469,53.44689,-2.15148
E01005306,Manchester 040C,384928,391943,53.42407,-2.22828
E01005307,Manchester 040D,385196,392638,53.43032,-2.22427
E01005304,Manchester 040B,385222,393038,53.43392,-2.22389
E01005305,Manchester 036A,385656,392856,53.43229,-2.21737
E01005308,Manchester 040E,385491,392285,53.42715,-2.21982
E01005309,Manchester 036B,385509,393460,53.43771,-2.2196
E01005766,Stockport 014C,389500,389211,53.39962,-2.15939
E01005767,Stockport 028A,384684,387398,53.3832,-2.23172
E01005764,Stockport 016A,388843,389107,53.39867,-2.16926
E01005765,Stockport 018A,388201,389046,53.3981,-2.17892
E01005762,Stockport 026B,388497,388561,53.39375,-2.17445
E01005763,Stockport 026C,388806,388231,53.3908,-2.16978
E01005760,Stockport 023B,389434,388987,53.3976,-2.16036
E01005761,Stockport 026A,388167,388039,53.38905,-2.17939
E01005768,Stockport 025A,384918,388634,53.39432,-2.22826
E01005769,Stockport 022A,386178,388675,53.39472,-2.20932
E01005932,Stockport 042D,389594,384211,53.35423,-2.15937
E01005930,Stockport 032D,389004,385450,53.3658,-2.1667
E01005931,Stockport 041D,388565,384792,53.35988,-2.17329
E01005817,Stockport 016C,388619,389738,53.40433,-2.17265
E01005746,Stockport 005B,393415,391975,53.42453,-2.10056
E01005747,Stockport 005C,394138,392537,53.42959,-2.08969
E01005744,Stockport 009B,392997,392284,53.4273,-2.10685
E01005745,Stockport 005A,393701,392558,53.42977,-2.09627
E01005743,Stockport 009A,391995,391301,53.41845,-2.12192
E01005748,Stockport 005D,394169,392086,53.42553,-2.08922
E01006052,Tameside 027D,398970,395127,53.4529,-2.01698
E01006050,Tameside 027C,398327,394456,53.44687,-2.02665
E01006051,Tameside 023D,399034,393989,53.44267,-2.01601
E01005916,Stockport 007C,389026,391551,53.42064,-2.1666
E01005917,Stockport 007D,388980,391170,53.41722,-2.16727
E01005914,Stockport 007A,389839,392033,53.42499,-2.15438
E01005915,Stockport 007B,389611,391752,53.42246,-2.15779
E01005912,Stockport 029D,396020,387240,53.38199,-2.0613
E01005913,Stockport 038D,395103,385819,53.36922,-2.07506
E01005992,Tameside 025D,392042,395348,53.45483,-2.12131
E01005910,Stockport 029B,395904,388087,53.3896,-2.06305
E01005911,Stockport 029C,395307,387988,53.38871,-2.07202
E01005919,Stockport 002E,388771,393248,53.43589,-2.17049
E01005876,Stockport 019D,390869,389169,53.39927,-2.13879
E01005877,Stockport 019E,390553,389056,53.39824,-2.14354
E01005874,Stockport 019C,390209,389626,53.40336,-2.14872
E01005875,Stockport 015D,391216,389694,53.40399,-2.13358
E01005872,Stockport 019B,390394,390017,53.40688,-2.14596
E01005873,Stockport 015C,391488,389768,53.40466,-2.1295
E01005870,Stockport 015A,390650,390254,53.40901,-2.14211
E01005871,Stockport 015B,390831,389932,53.40612,-2.13939
E01005878,Stockport 020A,395174,388504,53.39334,-2.07404
E01005879,Stockport 020B,395486,388656,53.39472,-2.06934
E01005126,Manchester 045A,385758,391294,53.41825,-2.21575
E01005124,Manchester 041E,386282,391835,53.42313,-2.20789
E01005125,Manchester 040A,385837,391751,53.42237,-2.21458
E01005122,Manchester 041C,387011,392599,53.43001,-2.19696
E01005123,Manchester 041D,385872,392268,53.42701,-2.21409
E01005120,Manchester 034B,386863,393001,53.43363,-2.1992
E01005121,Manchester 041B,386273,392541,53.42947,-2.20806
E01005222,Manchester 031D,387872,393819,53.44101,-2.18405
E01005220,Manchester 031B,387747,394297,53.44529,-2.18595
E01005221,Manchester 031C,387494,394011,53.44272,-2.18974
E01006030,Tameside 028C,395806,394077,53.44344,-2.06461
E01006039,Tameside 028D,394629,394537,53.44757,-2.08234
E01005856,Stockport 011B,388038,390677,53.41277,-2.18143
E01005857,Stockport 013D,387223,390387,53.41014,-2.19368
E01005854,Stockport 013B,387468,390990,53.41557,-2.19001
E01005855,Stockport 013C,386867,390822,53.41404,-2.19905
E01005852,Stockport 013A,386079,390568,53.41174,-2.21089
E01005853,Stockport 011A,387697,390475,53.41094,-2.18655
E01005850,Stockport 040D,385143,385046,53.36207,-2.22471
E01005851,Stockport 036D,384461,386672,53.37667,-2.23504
E01005858,Stockport 013E,386166,391008,53.4157,-2.20961
E01005859,Stockport 008A,387875,391565,53.42075,-2.1839
E01005185,Manchester 032B,385679,394062,53.44313,-2.21707
E01005184,Manchester 032A,385075,394062,53.44311,-2.22616
E01005183,Manchester 030F,384135,394082,53.44327,-2.24031
E01005182,Manchester 030E,383947,394624,53.44813,-2.24317
E01005180,Manchester 030C,384638,394360,53.44578,-2.23276
E01005287,Manchester 026E,386382,395113,53.4526,-2.20652
E01005286,Manchester 026D,385684,395199,53.45335,-2.21704
E01005285,Manchester 025D,384927,395298,53.45422,-2.22845
E01005283,Manchester 032E,386084,393864,53.44136,-2.21096
E01005282,Manchester 032D,386747,394390,53.44611,-2.201
E01005200,Manchester 027C,388199,394305,53.44537,-2.17914
E01005281,Manchester 026B,385721,394510,53.44716,-2.21646
E01005280,Manchester 026A,386446,394658,53.44851,-2.20555
E01005288,Manchester 025E,385048,395011,53.45164,-2.22662
E01005787,Stockport 034B,386747,385898,53.36978,-2.20065
E01005786,Stockport 030E,387413,386939,53.37915,-2.19067
E01005785,Stockport 030D,387000,387003,53.37971,-2.19688
E01005784,Stockport 030C,386636,387465,53.38385,-2.20239
E01005783,Stockport 030B,387162,387594,53.38503,-2.19448
E01005782,Stockport 030A,387924,387518,53.38437,-2.18302
E01005781,Stockport 022E,387276,388084,53.38944,-2.19279
E01005780,Stockport 022D,387233,388535,53.39349,-2.19345
E01005789,Stockport 039A,387732,386079,53.37143,-2.18585
E01005788,Stockport 034C,387098,386341,53.37376,-2.19539
E01005978,Tameside 026D,393791,394569,53.44785,-2.09495
E01005800,Stockport 023D,389622,388050,53.38919,-2.1575
E01005749,Stockport 009C,393060,391697,53.42202,-2.1059
E01005918,Stockport 014D,389434,391042,53.41607,-2.16044
E01005835,Stockport 021C,393312,388475,53.39307,-2.10204
E01005926,Stockport 042C,389136,383035,53.34409,-2.16465
E01005927,Stockport 032A,389279,387004,53.37978,-2.16263
E01005924,Stockport 042A,388761,384286,53.35534,-2.17032
E01005925,Stockport 042B,389258,384256,53.35507,-2.16286
E01005922,Stockport 003F,389632,392506,53.42924,-2.15751
E01005923,Stockport 041C,388205,384370,53.35607,-2.17868
E01005920,Stockport 003D,388932,392898,53.43275,-2.16805
E01005921,Stockport 003E,389331,393206,53.43552,-2.16207
E01005928,Stockport 032B,389076,387213,53.38165,-2.16568
E01005929,Stockport 032C,388502,386399,53.37314,-2.17289
E01005816,Stockport 016B,388586,389569,53.40281,-2.17313
E01005897,Stockport 010A,395221,390728,53.41334,-2.07336
E01005896,Stockport 002D,389519,395033,53.45195,-2.1593
E01005814,Stockport 033C,391232,386467,53.37498,-2.13326
E01005895,Stockport 003C,389916,392528,53.42945,-2.15323
E01005815,Stockport 033D,391874,386299,53.37348,-2.1236
E01005894,Stockport 001E,389639,393867,53.44147,-2.15745
E01005812,Stockport 037E,389837,386514,53.37538,-2.15422
E01005893,Stockport 002C,389362,393717,53.44012,-2.1616
E01005813,Stockport 033B,390485,386449,53.37482,-2.14449
E01005892,Stockport 003B,389793,393205,53.43552,-2.1551
E01005810,Stockport 037C,389524,385196,53.36353,-2.15888
E01005891,Stockport 001D,390117,393968,53.44239,-2.15025
E01005811,Stockport 037D,390058,386952,53.37932,-2.15091
E01005890,Stockport 002B,388999,394161,53.4441,-2.16709
E01005818,Stockport 018B,387331,389230,53.39974,-2.19201
E01005899,Stockport 012B,393601,390571,53.41191,-2.09774
E01005819,Stockport 018C,386972,389272,53.40011,-2.19741
E01005898,Stockport 010B,395750,390863,53.41456,-2.0654
E01005176,Manchester 043E,384841,391127,53.41673,-2.22955
E01005177,Manchester 043F,384463,390920,53.41486,-2.23522
E01005174,Manchester 043C,385019,391467,53.41979,-2.22688
E01005175,Manchester 043D,385323,391226,53.41763,-2.2223
E01005172,Manchester 043A,384371,391546,53.42048,-2.23663
E01005173,Manchester 043B,384153,391249,53.4178,-2.2399
E01005170,Manchester 045D,384753,389617,53.40315,-2.23079
E01005171,Manchester 045E,385341,389844,53.40521,-2.22196
E01005178,Manchester 030A,384220,394522,53.44723,-2.23905
E01006022,Tameside 015A,396488,398171,53.48025,-2.05438
E01006023,Tameside 015B,395661,398116,53.47975,-2.06685
E01006020,Tameside 018E,395619,397057,53.47023,-2.06747
E01006021,Tameside 016D,395434,397696,53.47598,-2.07027
E01005346,Oldham 028D,389358,402929,53.52292,-2.16199
E01005347,Oldham 028E,389944,403092,53.5244,-2.15315
E01005345,Oldham 028C,389012,403213,53.52546,-2.16722
E01005343,Oldham 027B,390228,403563,53.52863,-2.14888
E01005341,Oldham 028B,389906,403617,53.52911,-2.15374
E01005440,Oldham 033D,393098,401964,53.51431,-2.10555
E01005946,Tameside 004D,394606,399933,53.49607,-2.08278
E01005947,Tameside 004E,394761,399697,53.49395,-2.08044
E01005944,Tameside 007D,395205,399747,53.49441,-2.07375
E01005945,Tameside 004C,395198,400236,53.4988,-2.07386
E01005942,Tameside 007B,394989,399165,53.48917,-2.07699
E01005943,Tameside 007C,394842,398819,53.48606,-2.0792
E01005940,Tameside 002C,393883,401087,53.50643,-2.09369
E01005941,Tameside 007A,394388,399421,53.49147,-2.08605
E01005948,Tameside 013A,393628,399138,53.48892,-2.09751
E01005949,Tameside 006D,393959,399762,53.49453,-2.09252
E01005193,Manchester 021E,389577,395535,53.45647,-2.15844
E01005192,Manchester 021D,389547,395727,53.45819,-2.15889
E01005191,Manchester 021C,388985,396335,53.46364,-2.16737
E01005190,Manchester 017E,388917,396689,53.46682,-2.16841
E01005324,Oldham 029C,393281,402717,53.52108,-2.1028
E01005325,Oldham 029D,393372,403152,53.52499,-2.10145
E01005322,Oldham 029A,392875,403361,53.52686,-2.10895
E01005323,Oldham 029B,392983,402557,53.51963,-2.1073
E01005320,Oldham 024A,392945,403715,53.53004,-2.1079
E01005956,Tameside 005B,392519,400222,53.49865,-2.11424
E01005957,Tameside 005C,393277,400029,53.49692,-2.10282
E01005954,Tameside 005A,393250,400662,53.50261,-2.10323
E01005955,Tameside 002D,393513,400832,53.50414,-2.09927
E01005952,Tameside 013D,393222,398563,53.48374,-2.10361
E01005953,Tameside 013E,392767,398195,53.48043,-2.11046
E01005950,Tameside 013B,393007,398906,53.48682,-2.10686
E01005951,Tameside 013C,392553,397938,53.47811,-2.11368
E01005958,Tameside 005D,392838,400264,53.49903,-2.10944
E01005959,Tameside 005E,392920,399771,53.49459,-2.10818
E01006047,Tameside 023A,400780,396400,53.46434,-1.98972
E01006048,Tameside 023B,399197,395826,53.45918,-2.01356
E01006049,Tameside 023C,400535,396029,53.46101,-1.99341
E01006006,Tameside 012D,389336,399232,53.48969,-2.16219
E01006007,Tameside 011F,389946,399055,53.48811,-2.153
E01006004,Tameside 011D,390206,398650,53.48448,-2.14906
E01006005,Tameside 011E,389934,399350,53.49076,-2.15318
E01006002,Tameside 011C,389919,398352,53.48179,-2.15337
E01006003,Tameside 012C,389149,398452,53.48267,-2.16498
E01006000,Tameside 010E,390456,397823,53.47704,-2.14527
E01006001,Tameside 012B,389088,398787,53.48569,-2.16591
E01006008,Tameside 017A,394213,396848,53.46834,-2.08864
E01006009,Tameside 016A,394903,397907,53.47786,-2.07827
E01032557,Oldham 026F,395184,403608,53.5291,-2.07413
E01005974,Tameside 021C,392899,395588,53.457,-2.1084
E01005972,Tameside 021B,392550,396022,53.46089,-2.11367
E01005973,Tameside 026A,393344,395621,53.4573,-2.10171
E01005970,Tameside 021A,392973,396161,53.46214,-2.1073
E01005971,Tameside 025A,391845,395812,53.45899,-2.12429
E01005366,Oldham 033B,390159,401064,53.50617,-2.14985
E01005367,Oldham 033C,390196,400595,53.50196,-2.14927
E01005364,Oldham 031B,390419,401589,53.51089,-2.14594
E01005362,Oldham 031A,390612,401841,53.51316,-2.14304
E01005363,Oldham 032A,389927,401529,53.51035,-2.15335
E01005368,Oldham 031C,390082,402045,53.51499,-2.15103
E01005369,Oldham 032B,389085,401432,53.50945,-2.16606
E01005254,Manchester 005F,389531,402433,53.51847,-2.15936
E01005253,Manchester 005E,388967,402512,53.51916,-2.16787
E01005462,Oldham 035E,391503,403657,53.5295,-2.12965
E01005247,Manchester 005A,389265,402079,53.51527,-2.16336
E01005386,Oldham 026D,394426,403313,53.52645,-2.08555
E01005383,Oldham 026A,394299,403693,53.52987,-2.08747
E01005382,Oldham 030D,391597,402777,53.52159,-2.1282
E01005381,Oldham 027D,391367,403249,53.52583,-2.13169
E01005380,Oldham 030C,391338,401658,53.51153,-2.13209
E01005260,Manchester 011E,388934,399827,53.49503,-2.16828
E01006072,Tameside 015E,398177,397060,53.47027,-2.02893
E01006073,Tameside 009D,397956,399520,53.49238,-2.03227
E01006070,Tameside 015C,397107,398286,53.48129,-2.04506
E01006071,Tameside 015D,397619,397430,53.4736,-2.03734
E01005936,Tameside 004A,395499,400606,53.50213,-2.06933
E01005937,Tameside 004B,395948,400666,53.50267,-2.06255
E01005934,Tameside 006B,393946,400482,53.501,-2.09273
E01005935,Tameside 006C,394649,400346,53.49979,-2.08214
E01005933,Tameside 006A,394384,400638,53.5024,-2.08614
E01005938,Tameside 002A,394910,400889,53.50467,-2.0782
E01005939,Tameside 002B,394539,401327,53.5086,-2.08381
E01005436,Oldham 035B,392004,403394,53.52715,-2.12209
E01005437,Oldham 024C,392316,403600,53.529,-2.11739
E01005435,Oldham 035A,392167,403778,53.5306,-2.11965
E01005438,Oldham 029E,392514,403166,53.5251,-2.11438
E01005439,Oldham 030E,392077,402861,53.52236,-2.12097
E01006056,Tameside 003A,398050,402270,53.5171,-2.03088
E01006057,Tameside 001D,398048,401833,53.51318,-2.0309
E01006054,Tameside 001B,396842,402532,53.51945,-2.04909
E01006055,Tameside 001C,397314,402708,53.52103,-2.04199
E01006053,Tameside 001A,398094,403311,53.52646,-2.03022
E01006058,Tameside 001E,397252,402242,53.51684,-2.04291
E01006059,Tameside 001F,397650,401755,53.51247,-2.03691
E01005997,Tameside 010D,390636,398522,53.48333,-2.14258
E01005996,Tameside 010C,391086,398839,53.48619,-2.1358
E01005995,Tameside 010B,391548,399146,53.48895,-2.12885
E01005994,Tameside 011A,390453,399046,53.48804,-2.14535
E01005993,Tameside 010A,391299,399089,53.48844,-2.13261
E01005991,Tameside 024E,389979,395473,53.45592,-2.15238
E01005990,Tameside 024D,390546,395411,53.45536,-2.14384
E01005999,Tameside 011B,390004,397823,53.47703,-2.15208
E01005998,Tameside 012A,389391,398048,53.47905,-2.16131
E01005376,Oldham 031D,390859,402714,53.52102,-2.13934
E01005377,Oldham 030A,391835,402260,53.51695,-2.1246
