wz,jobs,lat,lon
E33002900,386,53.46836055,-2.26855544
E33002901,515,53.46646208,-2.26701341
E33002902,1718,53.46259377,-2.29103063
E33002903,317,53.46151442,-2.28633400
E33002904,354,53.46492386,-2.27444236
E33002905,764,53.46431840,-2.27551300
E33002906,3976,53.46245016,-2.27989697
E33002907,838,53.45925407,-2.28550152
E33002908,1762,53.45903310,-2.28748339
E33002909,1337,53.46021907,-2.28360646
E33002910,657,53.44765129,-2.35232009
E33002911,596,53.44982601,-2.35412998
E33002912,289,53.45049375,-2.36091473
E33002913,654,53.48670318,-2.63785040
E33002914,370,53.48222422,-2.64008925
E33002915,859,53.59399132,-2.64978118
E33002916,937,53.50374045,-2.43692738
E33002917,238,53.48676284,-2.45110262
E33002918,1369,53.49944760,-2.63832187
E33002919,1101,53.49918051,-2.63386165
E33002920,396,53.53673740,-2.59035391
E33002921,460,53.53621548,-2.57743450
E33002922,463,53.53529125,-2.57958926
E33002923,1055,53.49955302,-2.52779648
E33002924,542,53.49137988,-2.50428793
E33002925,316,53.48246625,-2.50324845
E33002926,1155,53.48423346,-2.50526912
E33002927,735,53.53716848,-2.62894904
E33002928,1283,53.54189120,-2.60253755
E33002929,231,53.49711416,-2.51750123
E33002930,412,53.49776310,-2.51393426
E33002931,348,53.49653251,-2.51715519
E33002932,391,53.49594702,-2.51444346
E33002933,688,53.49557235,-2.51609691
E33002934,474,53.49448697,-2.51970892
E33002935,415,53.49449851,-2.51084189
E33002936,251,53.49569515,-2.51007298
E33002937,263,53.49422167,-2.51167353
E33002938,1096,53.50491096,-2.51374721
E33002939,1063,53.46966305,-2.59079265
E33002940,572,53.54075573,-2.64404973
E33002941,1197,53.54326484,-2.65087278
E33002942,236,53.54310585,-2.64714930
E33002943,977,53.54517644,-2.65407629
E33002944,378,53.54581895,-2.65604707
E33002945,416,53.55575667,-2.66684900
E33002946,223,53.55222365,-2.66702782
E33002947,538,53.55304147,-2.67430411
E33002948,208,53.55051272,-2.63095202
E33002949,484,53.54867336,-2.62966616
E33002950,481,53.54955830,-2.63006470
E33002951,224,53.55024640,-2.62806354
E33002952,680,53.54936258,-2.62733693
E33002953,2216,53.54513185,-2.62995717
E33002954,199,53.54716606,-2.63198243
E33002955,522,53.54895498,-2.63378153
E33002956,375,53.54415769,-2.62994418
E33002957,356,53.54350630,-2.62988339
E33002958,229,53.54602365,-2.63559313
E33002959,308,53.54774876,-2.63359709
E33002960,1294,53.54642443,-2.62884049
E33002961,463,53.54525687,-2.63112612
E33002962,290,53.54830287,-2.63219654
E33002963,331,53.54522315,-2.63348408
E33002964,389,53.54646794,-2.63152837
E33002965,849,53.54879404,-2.63457896
E33002966,548,53.54699466,-2.63508460
E33002967,522,53.54458951,-2.63313645
E33002968,1717,53.51901207,-2.65651279
E33002969,2521,53.55174868,-2.68472921
E33002970,711,53.52892068,-2.65823481
E33002971,526,53.53336461,-2.65712380
E33004133,632,53.53980519,-2.63570232
E33004134,247,53.54344931,-2.64125848
E33004135,223,53.54191738,-2.64209650
E33004136,244,53.54181612,-2.63204319
E33004137,265,53.54473861,-2.63872254
E33004138,203,53.54058875,-2.63123502
E33004139,723,53.54018425,-2.63145378
E33004140,260,53.54251847,-2.63463989
E33004141,483,53.54306656,-2.63899583
E33004145,710,53.46967505,-2.28814093
E33004146,235,53.46882047,-2.28370420
E33004147,2082,53.48355187,-2.25220089
E33004148,440,53.48266247,-2.25282740
E33004149,349,53.42581322,-2.31671990
E33004150,675,53.54499069,-2.09618183
E33004151,443,53.54725875,-2.09564342
E33004152,438,53.40243559,-2.15621845
E33004153,237,53.51447971,-2.03956896
E33004154,500,53.48249323,-2.05304678
E33004155,268,53.48287287,-2.05703878
E33004200,427,53.57689699,-2.43118178
E33004201,493,53.57654766,-2.43254523
E33004202,349,53.57749081,-2.43044299
E33004203,283,53.58037242,-2.43344373
E33004204,500,53.57899938,-2.43126075
E33004205,585,53.57654554,-2.43106909
E33004206,762,53.57826333,-2.43077046
E33004207,571,53.57745555,-2.43955800
E33004208,520,53.58193179,-2.44167581
E33004209,874,53.59345413,-2.42125359
E33004210,112,53.57134515,-2.42946113
E33004211,598,53.57246336,-2.43157457
E33004212,619,53.57205790,-2.42514046
E33004213,371,53.57065401,-2.42890050
E33004214,380,53.56980369,-2.42499824
E33004215,447,53.56825576,-2.42789175
E33004216,844,53.58802253,-2.53846713
E33004217,698,53.58614023,-2.54217092
E33004227,290,53.48362689,-2.25971153
E33004228,431,53.48197839,-2.25472400
E33004229,418,53.48213253,-2.26688499
E33004258,486,53.47515192,-2.29422987
E33004259,770,53.47082120,-2.29543804
E33004260,514,53.46615501,-2.28289626
E33004261,360,53.46566038,-2.28118951
E33004262,842,53.46587796,-2.28192240
E33004263,450,53.47776741,-2.28984199
E33004264,586,53.47811330,-2.29717075
E33004265,240,53.47658081,-2.29469090
E33004266,768,53.47832468,-2.29193825
E33004267,715,53.47584179,-2.29485255
E33004268,946,53.47216064,-2.28711076
E33004269,808,53.47407392,-2.28631862
E33004270,818,53.53755826,-2.40505401
E33004271,801,53.51428492,-2.30208852
E33004272,1451,53.47546822,-2.30782967
E33004273,510,53.48255578,-2.32198495
E33004274,332,53.48170312,-2.31130934
E33004275,370,53.48452675,-2.25355266
E33004335,8687,53.46145691,-2.22470670
E33004336,214,53.48148816,-2.23250280
E33004337,272,53.48316582,-2.23330098
E33004338,311,53.48223421,-2.23394617
E33004339,1176,53.48132621,-2.23285719
E33004340,335,53.48119469,-2.23510803
E33004341,211,53.46897228,-2.23066508
E33004342,280,53.46234983,-2.22889142
E33004343,1605,53.46440496,-2.22976699
E33004344,6575,53.46795851,-2.23322078
E33004345,1898,53.46433887,-2.23476515
E33004346,338,53.46429137,-2.23221411
E33004347,521,53.46301909,-2.23584295
E33004348,685,53.48329582,-2.23232304
E33004349,1273,53.46757388,-2.23677402
E33004350,2934,53.47989589,-2.25077920
E33004351,448,53.47983332,-2.24791561
E33004352,575,53.48144535,-2.24884712
E33004353,338,53.48144185,-2.24666141
E33004354,603,53.48388263,-2.24520915
E33004355,333,53.48207159,-2.24886780
E33004356,196,53.48092842,-2.24929750
E33004357,217,53.48184713,-2.24392346
E33004358,884,53.48057072,-2.24635513
E33004359,717,53.47926714,-2.24617952
E33004360,1284,53.47982787,-2.24934722
E33004361,345,53.48336079,-2.24684976
E33004362,269,53.48221239,-2.24616240
E33004363,358,53.48259036,-2.24739029
E33004364,511,53.48061870,-2.24572973
E33004365,1144,53.48373858,-2.24394438
E33004366,1102,53.47850305,-2.25110383
E33004367,493,53.47874670,-2.24902031
E33004368,225,53.48105458,-2.24709645
E33004369,473,53.48286491,-2.24563994
E33004370,247,53.48154216,-2.24620912
E33004371,729,53.48037858,-2.24794842
E33004372,237,53.48153873,-2.24446738
E33004373,584,53.47825024,-2.25043577
E33004374,766,53.47884514,-2.25048552
E33004375,256,53.48029388,-2.24697906
E33004376,228,53.48077527,-2.24860228
E33004377,361,53.47939673,-2.24727008
E33004378,410,53.48134287,-2.24561880
E33004379,483,53.47954802,-2.24818477
E33004380,870,53.47898403,-2.24683075
E33004381,1182,53.48324775,-2.24594764
E33004382,307,53.48249114,-2.24493454
E33004383,113,53.48716440,-2.24209531
E33004384,1965,53.48737585,-2.24426682
E33004385,737,53.48307215,-2.24458864
E33004386,447,53.48060018,-2.24460002
E33004387,651,53.48221383,-2.24689680
E33004388,240,53.48278936,-2.24393448
E33004389,404,53.48311892,-2.24769063
E33004390,248,53.47016553,-2.23624215
E33004391,236,53.46899111,-2.23519873
E33004392,338,53.47110908,-2.23698756
E33004393,275,53.48101525,-2.17224996
E33004394,255,53.48675959,-2.23159001
E33004395,1960,53.48739594,-2.22718783
E33004396,251,53.47666759,-2.24214937
E33004397,399,53.47665490,-2.24097141
E33004398,269,53.47424439,-2.24104744
E33004399,1016,53.47561768,-2.24139945
E33004400,310,53.47620020,-2.24170865
E33004401,400,53.47641073,-2.23959618
E33004402,905,53.47985608,-2.24188915
E33004403,303,53.48169290,-2.24175454
E33004404,786,53.48173090,-2.24090694
E33004405,941,53.48106485,-2.24355971
E33004406,4468,53.48296792,-2.24279484
E33004407,1000,53.48163597,-2.23883888
E33004408,781,53.48058989,-2.24292074
E33004409,480,53.48171664,-2.24293609
E33004410,477,53.48263604,-2.24249625
E33004411,573,53.47981326,-2.24293188
E33004412,1084,53.48096739,-2.24029592
E33004413,676,53.47908744,-2.24250724
E33004414,795,53.48131474,-2.24190660
E33004415,239,53.48213268,-2.24033056
E33004416,440,53.48025254,-2.24239684
E33004417,852,53.48520928,-2.24074027
E33004418,1078,53.48581862,-2.24102186
E33004419,252,53.48582791,-2.23730202
E33004420,444,53.48723645,-2.23966625
E33004421,324,53.48535220,-2.23343440
E33004422,258,53.48577903,-2.23613841
E33004423,276,53.48044535,-2.22847514
E33004424,248,53.48079354,-2.23405726
E33004425,223,53.47973509,-2.23391574
E33004426,340,53.48053924,-2.23473404
E33004427,871,53.47955222,-2.23279110
E33004428,680,53.47840567,-2.23294760
E33004429,257,53.47802280,-2.23562475
E33004430,352,53.47928405,-2.23091427
E33004431,294,53.48187121,-2.23721817
E33004432,398,53.48235736,-2.23646505
E33004433,219,53.48383598,-2.23690796
E33004434,400,53.37957463,-2.26289195
E33004435,505,53.37917650,-2.25858961
E33004436,324,53.37839113,-2.26221916
E33004437,399,53.38001270,-2.26224865
E33004438,220,53.37936354,-2.26067954
E33004439,459,53.46410704,-2.24571556
E33004440,772,53.46126490,-2.24689621
E33004441,232,53.49163652,-2.24231508
E33004442,214,53.49174014,-2.24075957
E33004443,203,53.49839958,-2.24535060
E33004444,234,53.49538478,-2.24967152
E33004445,216,53.49402233,-2.25192455
E33004446,364,53.49487439,-2.24585730
E33004447,345,53.49031974,-2.24812603
E33004448,628,53.49190214,-2.24610595
E33004449,243,53.49352868,-2.24166794
E33004450,225,53.49636650,-2.23872057
E33004451,530,53.49658942,-2.24217949
E33004452,239,53.49546035,-2.24118637
E33004453,649,53.44796293,-2.21546411
E33004454,197,53.47780103,-2.24019242
E33004455,436,53.47780072,-2.24223135
E33004456,238,53.47898219,-2.23995706
E33004457,282,53.47855563,-2.24063206
E33004458,237,53.47910913,-2.24078761
E33004459,1262,53.48003807,-2.23978635
E33004460,934,53.47923822,-2.23914301
E33004461,342,53.47928027,-2.23829152
E33004462,203,53.47987767,-2.23810507
E33004463,345,53.47693342,-2.23808674
E33004464,468,53.47711475,-2.23997552
E33004465,1095,53.48047069,-2.23899176
E33004466,990,53.47981046,-2.24056303
E33004467,1447,53.48036911,-2.23643392
E33004468,271,53.47850193,-2.23937730
E33004469,386,53.48052634,-2.24147920
E33004470,1177,53.48204652,-2.23566565
E33004471,335,53.48055570,-2.24075248
E33004472,221,53.47558942,-2.24317214
E33004473,727,53.47709675,-2.24367864
E33004474,527,53.47995647,-2.24413323
E33004475,798,53.47930638,-2.24455239
E33004476,824,53.47497663,-2.24375276
E33004477,493,53.47814357,-2.24282708
E33004478,690,53.47867354,-2.24593810
E33004479,731,53.47757299,-2.24594721
E33004480,442,53.47820423,-2.23673468
E33004481,782,53.47818632,-2.23832310
E33004482,419,53.47743215,-2.23714804
E33004483,242,53.47886782,-2.23746577
E33004484,795,53.45761922,-2.22349189
E33004485,450,53.39726530,-2.25873451
E33004486,421,53.39787037,-2.25329923
E33004487,426,53.39627710,-2.25130116
E33004488,339,53.39704300,-2.25792361
E33004489,662,53.39539813,-2.24775151
E33004490,338,53.39520420,-2.24968141
E33004491,457,53.47848555,-2.25308360
E33004492,239,53.47786843,-2.25184700
E33004493,205,53.47797039,-2.25158028
E33004494,199,53.47785131,-2.25105514
E33004495,370,53.47673528,-2.25082126
E33004496,615,53.47864158,-2.25305710
E33004497,366,53.47678179,-2.24967249
E33004498,564,53.47835662,-2.24764060
E33004499,534,53.47789815,-2.24760054
E33004500,256,53.47648633,-2.24650409
E33004501,333,53.48015961,-2.25220271
E33004502,1368,53.47979664,-2.25218664
E33004503,3426,53.48013835,-2.25388760
E33004504,414,53.47344605,-2.25052989
E33004505,544,53.47509162,-2.25118181
E33004506,353,53.47858946,-2.25398923
E33004507,202,53.48208746,-2.25134907
E33004508,607,53.48340239,-2.24785092
E33004509,590,53.48241608,-2.24980533
E33004510,1391,53.47094705,-2.23910986
E33004511,355,53.48117012,-2.23139910
E33004512,579,53.48347931,-2.23390793
E33004513,1115,53.47775619,-2.23274573
E33004514,241,53.47699381,-2.23558692
E33004515,195,53.49441423,-2.23722646
E33004516,568,53.48429542,-2.23358913
E33004517,1554,53.47682841,-2.22433554
E33004518,954,53.47690910,-2.22980404
E33004519,227,53.47511171,-2.22201716
E33004520,237,53.47730508,-2.22326370
E33004521,849,53.47814867,-2.23002014
E33004632,432,53.62943062,-2.43911352
E33004633,292,53.61251137,-2.44216544
E33004634,325,53.62079721,-2.42868280
E33004635,313,53.61856878,-2.43425509
E33004636,479,53.62665675,-2.44360077
E33004637,309,53.62109697,-2.41950369
E33004638,389,53.61404013,-2.41271178
E33004639,554,53.60461646,-2.39678854
E33004640,233,53.61088175,-2.41395844
E33004641,256,53.61232009,-2.40557294
E33004642,514,53.60218627,-2.40961085
E33004643,335,53.61634834,-2.42330120
E33004644,335,53.60726504,-2.42421628
E33004645,351,53.61066153,-2.43205104
E33004646,412,53.60643466,-2.43203074
E33004647,246,53.59906031,-2.53973034
E33004648,275,53.60173804,-2.54769329
E33004649,297,53.59679217,-2.55066335
E33004650,392,53.60124998,-2.55267673
E33004651,332,53.60232702,-2.54400346
E33004652,447,53.60138760,-2.44368809
E33004653,416,53.59638861,-2.42829332
E33004654,745,53.60014455,-2.43370014
E33004655,245,53.59745233,-2.43486362
E33004656,443,53.59804811,-2.42628215
E33004657,286,53.60270107,-2.43336324
E33004658,435,53.60016049,-2.38469574
E33004659,371,53.60593010,-2.39385965
E33004660,444,53.59596368,-2.38835246
E33004661,264,53.59770419,-2.54267618
E33004662,2229,53.58357607,-2.53530906
E33004663,1582,53.58838393,-2.54033315
E33004664,1139,53.58957866,-2.53868080
E33004665,239,53.59215988,-2.53563483
E33004666,627,53.58563022,-2.52677510
E33004667,367,53.59794737,-2.53327626
E33004668,386,53.59886161,-2.45507951
E33004669,505,53.59179105,-2.46195597
E33004670,319,53.59037921,-2.44820132
E33004671,293,53.59224942,-2.45259040
E33004672,326,53.58932882,-2.57689160
E33004673,681,53.59421534,-2.56537154
E33004674,259,53.57662827,-2.56895706
E33004675,331,53.59438071,-2.58549048
E33004676,430,53.59438866,-2.40852466
E33004677,363,53.58711917,-2.41341940
E33004678,560,53.58944763,-2.41915839
E33004679,385,53.59452458,-2.41336146
E33004680,394,53.59747360,-2.41517570
E33004681,465,53.59242178,-2.43749525
E33004682,242,53.59647757,-2.44179547
E33004683,311,53.58922503,-2.44033849
E33004684,502,53.59375419,-2.44490595
E33004685,301,53.58994648,-2.44555596
E33004686,355,53.59210794,-2.48037172
E33004687,241,53.58502968,-2.47852790
E33004688,609,53.58846321,-2.46942771
E33004689,258,53.59043138,-2.38759870
E33004690,482,53.58978829,-2.39446080
E33004691,619,53.58242275,-2.38424561
E33004692,1027,53.57933962,-2.52338372
E33004693,258,53.59123743,-2.52241431
E33004694,1030,53.57728937,-2.53446790
E33004695,254,53.58616913,-2.52152217
E33004696,895,53.57476579,-2.52308335
E33004697,654,53.58646169,-2.45202688
E33004698,349,53.58638892,-2.45435469
E33004699,347,53.57809310,-2.44979097
E33004700,324,53.58099043,-2.44965380
E33004701,279,53.58818884,-2.45738367
E33004702,517,53.58406448,-2.44729110
E33004703,789,53.58761273,-2.42827767
E33004704,271,53.58223179,-2.43635409
E33004705,719,53.57873561,-2.43168011
E33004706,335,53.57078111,-2.43218068
E33004707,387,53.58283275,-2.43059891
E33004708,217,53.59149797,-2.42943694
E33004709,209,53.57739170,-2.43481371
E33004710,250,53.58816431,-2.43255781
E33004711,226,53.58520934,-2.43471782
E33004712,375,53.57764546,-2.41700320
E33004713,412,53.58830772,-2.41246615
E33004714,577,53.58216003,-2.41247314
E33004715,295,53.58878179,-2.40821205
E33004716,246,53.58055167,-2.40500086
E33004717,316,53.57394618,-2.41029217
E33004718,329,53.56942959,-2.45566921
E33004719,297,53.56624025,-2.46250966
E33004720,382,53.58505818,-2.46374213
E33004721,317,53.58164409,-2.45856351
E33004722,433,53.56936776,-2.46269910
E33004723,374,53.58028555,-2.39447384
E33004724,298,53.57463247,-2.37919438
E33004725,615,53.58039510,-2.38101577
E33004726,283,53.58080845,-2.38922647
E33004727,396,53.56902851,-2.40277421
E33004728,305,53.57094114,-2.48177428
E33004729,488,53.56728736,-2.47393963
E33004730,579,53.57898982,-2.47573953
E33004731,350,53.57966910,-2.49861774
E33004732,415,53.57176275,-2.45048913
E33004733,297,53.56814394,-2.44323236
E33004734,783,53.57567823,-2.43976614
E33004735,481,53.57027880,-2.44169962
E33004736,454,53.57276767,-2.44634668
E33004737,642,53.57028447,-2.41813167
E33004738,615,53.56522670,-2.42353711
E33004739,248,53.56647615,-2.41823103
E33004740,293,53.56263367,-2.41569523
E33004741,432,53.56768525,-2.42054495
E33004742,533,53.57570522,-2.42124864
E33004743,270,53.56545951,-2.43139958
E33004744,279,53.56703503,-2.40498830
E33004745,272,53.56005346,-2.42539224
E33004746,345,53.55763716,-2.45008017
E33004747,248,53.56663796,-2.44281929
E33004748,664,53.56407371,-2.44552571
E33004749,352,53.56394222,-2.44905721
E33004750,278,53.56580315,-2.44655149
E33004751,342,53.56375034,-2.44322476
E33004752,260,53.56392229,-2.45424272
E33004753,286,53.56453799,-2.36540140
E33004754,332,53.56200473,-2.37151028
E33004755,283,53.55937731,-2.36949452
E33004756,299,53.56437313,-2.37441554
E33004757,261,53.56156657,-2.36781583
E33004758,357,53.56189356,-2.38386507
E33004759,462,53.55930357,-2.43731552
E33004760,572,53.56841859,-2.43512091
E33004761,314,53.55554221,-2.46229004
E33004762,454,53.56208888,-2.45377326
E33004763,275,53.56253215,-2.46367024
E33004764,244,53.55458581,-2.39956285
E33004765,389,53.54881481,-2.39209839
E33004766,565,53.55338886,-2.40379140
E33004767,379,53.55816405,-2.40167793
E33004768,511,53.55411943,-2.41202605
E33004769,330,53.55328188,-2.51947982
E33004770,504,53.54863228,-2.51719674
E33004771,544,53.55645666,-2.50891239
E33004772,242,53.55037139,-2.49679837
E33004773,311,53.55062219,-2.50742454
E33004774,371,53.55450663,-2.41813905
E33004775,503,53.54846848,-2.42076215
E33004776,416,53.54228992,-2.47145801
E33004777,736,53.56004289,-2.47063649
E33004778,298,53.54288878,-2.51717781
E33004779,515,53.54723933,-2.52503430
E33004780,555,53.55911803,-2.52165610
E33004781,344,53.54425281,-2.53126973
E33004782,493,53.55648897,-2.52690228
E33004783,297,53.54445591,-2.39075964
E33004784,464,53.54796942,-2.39462443
E33004785,273,53.54337991,-2.40083901
E33004786,290,53.55001931,-2.40665145
E33004787,311,53.54622228,-2.39015131
E33004788,415,53.54753189,-2.40188904
E33004789,384,53.54831498,-2.39264811
E33004790,703,53.54502872,-2.41509308
E33004791,322,53.54642839,-2.43223418
E33004792,318,53.54752851,-2.37657083
E33004793,664,53.53562437,-2.38853288
E33004794,328,53.53615488,-2.36394963
E33004795,307,53.54561883,-2.36367189
E33004796,519,53.54358513,-2.36848310
E33004797,288,53.54195067,-2.38224132
E33004798,298,53.54322080,-2.36478530
E33004799,300,53.53578056,-2.52170858
E33004800,275,53.54141656,-2.54388005
E33004801,298,53.53942738,-2.53394911
E33004802,310,53.53419147,-2.52002246
E33004803,494,53.64788822,-2.31885880
E33004804,293,53.64078020,-2.32560664
E33004805,248,53.64326573,-2.31595747
E33004806,532,53.64498627,-2.32834745
E33004807,563,53.64851571,-2.31724544
E33004808,390,53.65275083,-2.30551249
E33004809,386,53.62903778,-2.33720868
E33004810,350,53.62633917,-2.33046531
E33004811,407,53.63532976,-2.33172469
E33004812,436,53.61451134,-2.34074251
E33004813,324,53.61983182,-2.33960302
E33004814,242,53.63039444,-2.36624400
E33004815,461,53.61292523,-2.33837309
E33004816,245,53.61285208,-2.35300766
E33004817,322,53.63483358,-2.31711615
E33004818,338,53.63695281,-2.30343018
E33004819,402,53.61018127,-2.29352574
E33004820,580,53.60722423,-2.29509825
E33004821,301,53.62970473,-2.30228540
E33004822,508,53.62083569,-2.29007972
E33004823,278,53.60483106,-2.30791983
E33004824,410,53.61372701,-2.31830114
E33004825,294,53.60874737,-2.31368100
E33004826,408,53.59847790,-2.30709653
E33004827,302,53.60751175,-2.33989858
E33004828,464,53.60099454,-2.32528039
E33004829,396,53.60618659,-2.32588319
E33004830,2526,53.60053663,-2.25533202
E33004831,773,53.59344164,-2.26240823
E33004832,376,53.59833248,-2.27540848
E33004833,688,53.59950233,-2.28353972
E33004834,411,53.60275500,-2.28397350
E33004835,257,53.59460853,-2.27464955
E33004836,563,53.59531622,-2.28390402
E33004837,616,53.59819883,-2.29027842
E33004838,315,53.59252026,-2.28074858
E33004839,323,53.60244327,-2.29130021
E33004840,418,53.58753303,-2.28435803
E33004841,291,53.59715052,-2.27873996
E33004842,321,53.60012261,-2.31805323
E33004843,559,53.58717645,-2.31676613
E33004844,259,53.59820410,-2.31522602
E33004845,307,53.59166627,-2.31716372
E33004846,232,53.60247900,-2.31504782
E33004847,286,53.59648933,-2.31014981
E33004848,513,53.58756745,-2.32806863
E33004849,294,53.59500299,-2.33908641
E33004850,336,53.59263190,-2.32603570
E33004851,322,53.58602375,-2.30250117
E33004852,282,53.58288061,-2.29816729
E33004853,290,53.58561075,-2.28925471
E33004854,337,53.58407081,-2.29263726
E33004855,324,53.58773555,-2.35377027
E33004856,336,53.57178283,-2.36661802
E33004857,936,53.57349055,-2.36343286
E33004858,282,53.57860105,-2.29553345
E33004859,308,53.57361226,-2.29608394
E33004860,624,53.57851498,-2.30885600
E33004861,670,53.56906484,-2.28620919
E33004862,304,53.56789371,-2.33504427
E33004863,337,53.57566652,-2.33954015
E33004864,450,53.56946460,-2.33257239
E33004865,606,53.57066434,-2.31165898
E33004866,546,53.56799117,-2.30779217
E33004867,239,53.56649602,-2.31419404
E33004868,197,53.56822009,-2.31704632
E33004869,290,53.56490937,-2.31152372
E33004870,352,53.56515992,-2.34443982
E33004871,389,53.56366137,-2.33436056
E33004872,599,53.55978483,-2.32999126
E33004873,473,53.56358796,-2.32599304
E33004874,583,53.56010829,-2.32480398
E33004875,362,53.55847004,-2.32091788
E33004876,334,53.55636053,-2.27755580
E33004877,330,53.56475616,-2.27539963
E33004878,312,53.56162962,-2.28670985
E33004879,416,53.56058175,-2.27331317
E33004880,600,53.55734287,-2.32868818
E33004881,327,53.55137677,-2.33196907
E33004882,377,53.56319493,-2.35649097
E33004883,353,53.55308989,-2.31644212
E33004884,253,53.55729084,-2.29833626
E33004885,297,53.55401912,-2.30318995
E33004886,494,53.54343189,-2.30773522
E33004887,294,53.54383503,-2.29558693
E33004888,272,53.54518970,-2.29265450
E33004889,329,53.55300005,-2.28661834
E33004890,455,53.54352329,-2.28896871
E33004891,248,53.55787917,-2.28977126
E33004892,535,53.55106232,-2.28830159
E33004893,727,53.54814990,-2.28403265
E33004894,385,53.55198207,-2.27868911
E33004895,415,53.54858748,-2.25114208
E33004896,332,53.53627853,-2.28601278
E33004897,508,53.54018974,-2.28048291
E33004898,294,53.52558045,-2.27605670
E33004899,397,53.53429713,-2.26986541
E33004900,551,53.52917310,-2.26825074
E33004901,359,53.53793081,-2.27424431
E33004902,347,53.53126566,-2.28432634
E33004903,246,53.53127860,-2.28143142
E33004904,286,53.52562099,-2.28511325
E33004905,226,53.52190237,-2.27601588
E33004906,570,53.51849600,-2.27357995
E33004907,373,53.53429790,-2.27971677
E33004908,336,53.53113468,-2.28988742
E33004909,670,53.51780155,-2.28149008
E33004910,419,53.51893386,-2.27000441
E33004911,302,53.52513928,-2.25327501
E33004912,323,53.52191942,-2.27298238
E33004913,365,53.52067805,-2.27108208
E33004914,275,53.52439312,-2.26572518
E33004915,356,53.52017387,-2.25992636
E33004916,411,53.53726792,-2.23725240
E33004917,641,53.53381428,-2.22225168
E33004918,321,53.52994503,-2.22909380
E33004919,361,53.53602602,-2.21858040
E33004920,487,53.52779956,-2.22257641
E33004921,310,53.53121160,-2.21174923
E33004922,339,53.52346874,-2.21445641
E33004923,434,53.52302171,-2.22734060
E33004924,279,53.52976178,-2.20568698
E33004925,298,53.52401702,-2.19016761
E33004926,266,53.52909351,-2.19780045
E33004927,345,53.52205954,-2.18465879
E33004928,478,53.52439310,-2.17253947
E33004929,307,53.52759652,-2.19226035
E33004930,324,53.52308084,-2.24129934
E33004931,363,53.53103681,-2.24420692
E33004932,466,53.52027095,-2.24953541
E33004933,315,53.51624193,-2.16137522
E33004934,271,53.51058879,-2.18310965
E33004935,440,53.51619801,-2.16969669
E33004936,385,53.51820648,-2.17632924
E33004937,406,53.52223336,-2.22580030
E33004938,490,53.51454443,-2.21671745
E33004939,391,53.51684881,-2.21361356
E33004940,597,53.51225792,-2.21079833
E33004941,470,53.51168098,-2.19740369
E33004942,363,53.50990993,-2.19212790
E33004943,301,53.51420878,-2.19617779
E33004944,404,53.51878487,-2.19050032
E33004945,463,53.50759327,-2.24036731
E33004946,286,53.51177374,-2.24207745
