wz,jobs,lat,lon
E33004947,850,53.51653165,-2.24510426
E33004948,709,53.50748884,-2.22481489
E33004949,831,53.51244263,-2.23563304
E33004950,302,53.51416413,-2.23831326
E33004951,431,53.50033887,-2.21339999
E33004952,491,53.50935326,-2.20566260
E33004953,398,53.50214763,-2.21293907
E33004954,261,53.49166449,-2.19549264
E33004955,353,53.50170240,-2.18490338
E33004956,360,53.50204851,-2.19288189
E33004957,427,53.49704380,-2.16975670
E33004958,317,53.49920272,-2.17557244
E33004959,429,53.48610116,-2.17734528
E33004960,451,53.49675644,-2.18277701
E33004961,368,53.48966527,-2.21429026
E33004962,407,53.48507571,-2.22468809
E33004963,297,53.48046125,-2.21944594
E33004964,283,53.48945110,-2.21256694
E33004965,490,53.48300554,-2.21616966
E33004966,388,53.49241369,-2.21482738
E33004967,239,53.48275170,-2.19354186
E33004968,625,53.47864538,-2.17511676
E33004969,321,53.47695770,-2.19670302
E33004970,267,53.47901013,-2.20165875
E33004971,484,53.48382530,-2.17947249
E33004972,400,53.48642135,-2.19683082
E33004973,243,53.48435757,-2.18415005
E33004974,574,53.47576857,-2.18205220
E33004975,432,53.47254302,-2.15643722
E33004976,353,53.46241675,-2.17664849
E33004977,278,53.46465482,-2.16992406
E33004978,658,53.46797131,-2.17732566
E33004979,179,53.47403743,-2.16562655
E33004980,613,53.47264945,-2.16244146
E33004981,270,53.47041964,-2.22824367
E33004982,602,53.46745353,-2.21784636
E33004983,690,53.46402216,-2.22374348
E33004984,434,53.46890750,-2.19983880
E33004985,343,53.46719089,-2.22751462
E33004986,402,53.46320923,-2.23865545
E33004987,352,53.46574125,-2.23894625
E33004988,432,53.46571114,-2.24992883
E33004989,393,53.46104284,-2.22973663
E33004990,395,53.46646103,-2.25315693
E33004991,767,53.46032946,-2.24229396
E33004992,651,53.46157446,-2.25172676
E33004993,416,53.46295654,-2.18777379
E33004994,541,53.46202294,-2.20699585
E33004995,388,53.46799285,-2.19540721
E33004996,598,53.46003054,-2.19129354
E33004997,727,53.46864453,-2.18235636
E33004998,668,53.46503322,-2.18430943
E33004999,570,53.46548863,-2.15215809
E33005000,275,53.46320484,-2.16689516
E33005001,514,53.45736023,-2.15944088
E33005002,636,53.46109870,-2.20837934
E33005003,224,53.46225725,-2.22069133
E33005004,458,53.45444043,-2.20144529
E33005005,291,53.45580617,-2.21256612
E33005006,287,53.45870451,-2.21742264
E33005007,281,53.45797398,-2.20891621
E33005008,363,53.46007864,-2.21823284
E33005009,252,53.45538285,-2.20643224
E33005010,564,53.45057841,-2.17517045
E33005011,468,53.46042823,-2.17333007
E33005012,406,53.45886291,-2.18053365
E33005013,441,53.45725170,-2.24258027
E33005014,288,53.45505302,-2.24459672
E33005015,276,53.45137688,-2.24373989
E33005016,556,53.45726764,-2.25403313
E33005017,336,53.45441362,-2.22822119
E33005018,418,53.45647398,-2.22802303
E33005019,520,53.45684497,-2.23518320
E33005020,353,53.45027490,-2.23543784
E33005021,249,53.45182197,-2.21974526
E33005022,298,53.45607112,-2.21787105
E33005023,330,53.45353312,-2.20688474
E33005024,346,53.44589115,-2.20716848
E33005025,315,53.44981318,-2.21893649
E33005026,261,53.45277290,-2.22249171
E33005027,467,53.45905128,-2.22656077
E33005028,290,53.45332121,-2.21610833
E33005029,336,53.45200778,-2.18976123
E33005030,468,53.44702312,-2.17780112
E33005031,456,53.44775762,-2.19007902
E33005032,747,53.45357002,-2.19614468
E33005033,565,53.45335197,-2.26320323
E33005034,352,53.45212537,-2.25743443
E33005035,532,53.45091115,-2.26791656
E33005036,465,53.44960505,-2.25643354
E33005037,335,53.44450799,-2.28694269
E33005038,316,53.44237608,-2.28028967
E33005039,301,53.44838074,-2.27158414
E33005040,634,53.44563767,-2.27754482
E33005041,267,53.44642644,-2.28105755
E33005042,315,53.44336050,-2.25450437
E33005043,799,53.44549747,-2.24889659
E33005044,306,53.44484738,-2.23332499
E33005045,379,53.44680719,-2.23752218
E33005046,608,53.44715019,-2.24530295
E33005047,269,53.44684759,-2.19305930
E33005048,609,53.44305117,-2.19108123
E33005049,364,53.44432864,-2.19487906
E33005050,360,53.43977514,-2.18552278
E33005051,383,53.44520651,-2.18981233
E33005052,291,53.44495821,-2.18675427
E33005053,238,53.44391837,-2.21876143
E33005054,302,53.44304773,-2.20457582
E33005055,240,53.44320830,-2.22294864
E33005056,312,53.43953330,-2.22516180
E33005057,428,53.43966010,-2.22093361
E33005058,520,53.44222595,-2.21746150
E33005059,598,53.43998537,-2.27441723
E33005060,474,53.43480581,-2.27295973
E33005061,578,53.44251784,-2.27085577
E33005062,296,53.43221203,-2.20092524
E33005063,339,53.43687847,-2.18518281
E33005064,357,53.43475998,-2.20587876
E33005065,434,53.44258884,-2.20129179
E33005066,455,53.43729877,-2.19605823
E33005067,328,53.43615728,-2.23737938
E33005068,413,53.43699250,-2.22952835
E33005069,429,53.43328776,-2.24415004
E33005070,494,53.43368171,-2.21219386
E33005071,1399,53.43902051,-2.21959494
E33005072,415,53.43877712,-2.28056835
E33005073,320,53.43876809,-2.28615512
E33005074,364,53.43182472,-2.26888107
E33005075,298,53.43565917,-2.28041670
E33005076,418,53.43236361,-2.23215265
E33005077,394,53.42941936,-2.23782192
E33005078,442,53.43386381,-2.22954946
E33005079,505,53.42512460,-2.23523669
E33005080,752,53.42728202,-2.24127226
E33005081,821,53.42856703,-2.24596178
E33005082,401,53.43329307,-2.25910765
E33005083,592,53.42525371,-2.24522176
E33005084,254,53.42436546,-2.23926733
E33005085,411,53.43122282,-2.22786933
E33005086,406,53.42604703,-2.22475118
E33005087,485,53.42150803,-2.21691983
E33005088,341,53.43438856,-2.22662099
E33005089,409,53.42991375,-2.20827739
E33005090,350,53.42458351,-2.20604873
E33005091,1112,53.43021944,-2.20041684
E33005092,779,53.42530442,-2.25759902
E33005093,515,53.42068681,-2.24483632
E33005094,305,53.42280557,-2.26301696
E33005095,236,53.42250408,-2.24906562
E33005096,359,53.42793414,-2.26292097
E33005097,372,53.41718622,-2.22570840
E33005098,318,53.41719532,-2.23857757
E33005099,284,53.41960426,-2.22606082
E33005100,290,53.41549297,-2.23319666
E33005101,273,53.41603139,-2.23076735
E33005102,316,53.42101891,-2.23748715
E33005103,769,53.41034115,-2.27520784
E33005104,389,53.40984458,-2.29200777
E33005105,355,53.41185004,-2.28207298
E33005106,575,53.41533685,-2.21693608
E33005107,322,53.40337968,-2.22342496
E33005108,324,53.41273055,-2.22308266
E33005109,596,53.40829896,-2.22541362
E33005110,421,53.40947240,-2.25616569
E33005111,294,53.40727261,-2.25428857
E33005112,547,53.40600562,-2.26175965
E33005113,452,53.40728667,-2.25843959
E33005114,438,53.40692312,-2.26473591
E33005115,221,53.40309713,-2.25646395
E33005116,560,53.39375356,-2.29825578
E33005117,274,53.40152771,-2.30731174
E33005118,220,53.39910008,-2.29896599
E33005119,588,53.40485880,-2.29906909
E33005120,317,53.40667862,-2.31157510
E33005121,307,53.39775641,-2.29211313
E33005122,289,53.39388773,-2.28492871
E33005123,307,53.40083358,-2.28760659
E33005124,866,53.39892417,-2.29417339
E33005125,307,53.39356232,-2.27871074
E33005126,836,53.39061213,-2.25373839
E33005127,401,53.38653448,-2.25963376
E33005128,341,53.39431186,-2.26428782
E33005129,330,53.38103855,-2.25879620
E33005130,331,53.38327735,-2.27032526
E33005131,373,53.38247503,-2.26013468
E33005132,282,53.38922722,-2.27142276
E33005133,307,53.37891791,-2.28027918
E33005134,306,53.38534211,-2.28649709
E33005135,655,53.38521235,-2.27908882
E33005136,344,53.37351328,-2.24885487
E33005137,485,53.37823275,-2.26029233
E33005138,373,53.38416574,-2.24803608
E33005139,934,53.37424193,-2.25337736
E33005140,1378,53.37074060,-2.24837322
E33005141,503,53.37140874,-2.27377326
E33005142,610,53.37122486,-2.26158093
E33005143,351,53.37492478,-2.26907443
E33005144,388,53.58573049,-2.10545989
E33005145,399,53.58166093,-2.10951427
E33005146,391,53.58165598,-2.09739955
E33005147,1749,53.57970848,-2.08849587
E33005148,337,53.58198016,-2.08810430
E33005149,256,53.58027734,-2.09420143
E33005150,369,53.58594088,-2.09378688
E33005151,328,53.57424197,-2.09626469
E33005152,353,53.58034642,-2.08084891
E33005153,425,53.57694166,-2.09488193
E33005154,268,53.58179112,-2.13282917
E33005155,472,53.57261156,-2.13045182
E33005156,323,53.57020123,-2.09911403
E33005157,296,53.56746343,-2.11576417
E33005158,440,53.56694299,-2.10671969
E33005159,323,53.56915787,-2.12300728
E33005160,273,53.57410372,-2.04034701
E33005161,365,53.55149676,-2.00364499
E33005162,437,53.58522508,-2.03423793
E33005163,595,53.56681907,-1.99848303
E33005164,425,53.56602889,-2.07770503
E33005165,271,53.56378983,-2.07530719
E33005166,465,53.56074979,-2.07463151
E33005167,964,53.55804477,-2.13767376
E33005168,570,53.56219261,-2.12690409
E33005169,568,53.56408831,-2.12432811
E33005170,412,53.56616720,-2.12419472
E33005171,546,53.56615850,-2.12167240
E33005172,307,53.55642177,-2.11990004
E33005173,822,53.56429329,-2.11262095
E33005174,192,53.56131127,-2.10886309
E33005175,514,53.55307595,-2.14030423
E33005176,561,53.55612398,-2.15132215
E33005177,978,53.55170642,-2.09047047
E33005178,403,53.54905783,-2.09888275
E33005179,472,53.55319970,-2.08656443
E33005180,400,53.55229581,-2.07734277
E33005181,650,53.54779175,-2.07455982
E33005182,537,53.54802754,-2.08580592
E33005183,282,53.53636605,-2.02514971
E33005184,307,53.56380089,-2.02513609
E33005185,501,53.54808860,-2.00603887
E33005186,252,53.55549676,-2.01885605
E33005187,327,53.54634136,-2.06267950
E33005188,402,53.54815272,-2.11919564
E33005189,246,53.54609496,-2.10752045
E33005190,439,53.55096251,-2.12022083
E33005191,335,53.55344161,-2.10371841
E33005192,325,53.54399314,-2.17024502
E33005193,378,53.54535893,-2.15363598
E33005194,398,53.55077732,-2.16074326
E33005195,425,53.54534846,-2.12654271
E33005196,340,53.55160595,-2.12819573
E33005197,281,53.54704430,-2.12289201
E33005198,251,53.54469354,-2.13310237
E33005199,498,53.54089096,-2.12800581
E33005200,273,53.54328175,-2.14778550
E33005201,353,53.54052640,-2.13638727
E33005202,260,53.54275936,-2.14232536
E33005203,486,53.54905695,-2.13610527
E33005204,398,53.54503677,-2.13728192
E33005205,454,53.54672965,-2.15067682
E33005206,417,53.53802105,-2.07235774
E33005207,305,53.53332305,-2.06630374
E33005208,421,53.54430350,-2.07108452
E33005209,330,53.54227389,-2.06699378
E33005210,331,53.54267245,-2.09144364
E33005211,357,53.54435819,-2.08863318
E33005212,288,53.53555369,-2.08191459
E33005213,752,53.53665495,-2.00948648
E33005214,286,53.54818966,-2.00384754
E33005215,423,53.53136479,-1.99685275
E33005216,326,53.53708308,-2.00211000
E33005217,287,53.53677880,-2.05340189
E33005218,246,53.53754324,-2.06668054
E33005219,342,53.53716805,-2.03884730
E33005220,271,53.54091278,-2.05882167
E33005221,332,53.53854743,-2.09798065
E33005222,285,53.53466525,-2.10042459
E33005223,409,53.53627580,-2.10522567
E33005224,374,53.53456137,-2.09505417
E33005225,502,53.54077083,-2.10127744
E33005226,278,53.52853633,-2.11640559
E33005227,485,53.52869730,-2.10627217
E33005228,896,53.53109157,-2.11369394
E33005229,563,53.53868693,-2.11865138
E33005230,448,53.53885981,-2.11100287
E33005231,302,53.53553418,-2.07491459
E33005232,344,53.52767529,-2.08223785
E33005233,434,53.52581490,-2.13546971
E33005234,250,53.52991452,-2.13989543
E33005235,379,53.52781876,-2.14875879
E33005236,268,53.52570455,-2.13986724
E33005237,434,53.52374575,-2.15943949
E33005238,353,53.52390501,-2.16474759
E33005239,336,53.52677998,-2.15273871
E33005240,1409,53.53423960,-2.14801823
E33005241,520,53.51894661,-2.09981769
E33005242,295,53.52568129,-2.10893004
E33005243,499,53.52713485,-2.11583408
E33005244,666,53.52360125,-2.10938504
E33005245,261,53.51538090,-2.12677335
E33005246,254,53.51391065,-2.12563000
E33005247,235,53.52411716,-2.12343242
E33005248,365,53.52315964,-2.12523282
E33005249,500,53.51541340,-2.15084424
E33005250,671,53.51662292,-2.14299888
E33005251,688,53.51636197,-2.14560627
E33005252,314,53.51240839,-2.14655891
E33005253,445,53.50972227,-2.16114960
E33005254,670,53.50575110,-2.16719648
E33005255,248,53.50911563,-2.16653629
E33005256,376,53.51059384,-2.15297145
E33005257,248,53.50377873,-2.13476946
E33005258,418,53.51117300,-2.10882171
E33005259,531,53.50770601,-2.14631718
E33005260,304,53.49676101,-2.15930259
E33005261,470,53.50324689,-2.15985127
E33005262,286,53.64647294,-2.09802317
E33005263,671,53.64932892,-2.08966530
E33005264,652,53.64271474,-2.10309783
E33005265,407,53.64423126,-2.09576929
E33005266,315,53.66088924,-2.08241403
E33005267,419,53.64455149,-2.10283340
E33005268,436,53.64005958,-2.14383486
E33005269,564,53.64541511,-2.11366837
E33005270,215,53.63294568,-2.09747043
E33005271,385,53.63268514,-2.10937296
E33005272,307,53.64464953,-2.08996857
E33005273,532,53.63651495,-2.11792672
E33005274,309,53.62980726,-2.13888437
E33005275,412,53.62888969,-2.13530475
E33005276,819,53.64308220,-2.12634774
E33005277,313,53.63452055,-2.13422469
E33005278,294,53.62929125,-2.16841136
E33005279,437,53.63478800,-2.16628490
E33005280,445,53.62899783,-2.15691639
E33005281,1076,53.63208397,-2.14387095
E33005282,294,53.63098205,-2.17312007
E33005283,363,53.63314489,-2.18637411
E33005284,358,53.62849722,-2.23158207
E33005285,361,53.60531983,-2.22424906
E33005286,430,53.62098614,-2.21014499
E33005287,358,53.62628133,-2.20820777
E33005288,410,53.62290078,-2.19415494
E33005289,256,53.62663031,-2.21008241
E33005290,305,53.61558347,-2.20587012
E33005291,264,53.61941952,-2.14948760
E33005292,348,53.62285466,-2.14092742
E33005293,336,53.62764061,-2.14327288
E33005294,243,53.62104957,-2.13290814
E33005295,393,53.61368578,-2.14600888
E33005296,355,53.62524788,-2.14685908
E33005297,274,53.62659239,-2.15558694
E33005298,605,53.62159920,-2.15080509
E33005299,265,53.62231827,-2.18860725
E33005300,251,53.61750383,-2.17028838
E33005301,265,53.62233811,-2.18158234
E33005302,406,53.61801420,-2.17512812
E33005303,238,53.61457490,-2.17409708
E33005304,429,53.62073773,-2.17413847
E33005305,363,53.62798280,-2.18406537
E33005306,1317,53.62431415,-2.16014855
E33005307,492,53.60651542,-2.16752378
E33005308,283,53.61957426,-2.16540627
E33005309,598,53.62365564,-2.16785104
E33005310,369,53.60685554,-2.17394685
E33005311,309,53.61116002,-2.16947331
E33005312,220,53.62372080,-2.15755898
E33005313,287,53.60375984,-2.18376842
E33005314,329,53.61270939,-2.18846726
E33005315,299,53.60982937,-2.20661083
E33005316,367,53.61480200,-2.12827203
E33005317,291,53.61199327,-2.14179276
E33005318,491,53.61218211,-2.13553927
E33005319,598,53.60395601,-2.13858676
E33005320,402,53.60346842,-2.14612365
E33005321,265,53.61611304,-2.13405124
E33005322,350,53.60656294,-2.11947481
E33005323,297,53.60662796,-2.10631824
E33005324,281,53.61216740,-2.11301671
E33005325,285,53.61059816,-2.11268134
E33005326,317,53.60129717,-2.10563487
E33005327,527,53.60003228,-2.09636864
E33005328,336,53.60757674,-2.07104362
E33005329,427,53.60737268,-2.10430227
E33005330,355,53.60876702,-2.10470850
E33005331,332,53.60719547,-2.15210583
E33005332,276,53.60773741,-2.16122651
E33005333,398,53.61006612,-2.15635184
E33005334,583,53.60277823,-2.15941388
E33005335,333,53.60700016,-2.14742755
E33005336,359,53.59766953,-2.16081655
E33005337,411,53.59033797,-2.13904595
E33005338,371,53.60114966,-2.15055106
E33005339,304,53.59401385,-2.15623246
E33005340,256,53.59766042,-2.14207202
E33005341,558,53.59100353,-2.17351986
E33005342,303,53.57988137,-2.17424924
E33005343,377,53.58561673,-2.17580697
E33005344,406,53.60117654,-2.18851801
E33005345,258,53.59273250,-2.18155410
E33005346,527,53.59589514,-2.18498575
E33005347,466,53.60255474,-2.17389519
E33005348,614,53.59143114,-2.21193410
E33005349,244,53.58960881,-2.21276550
E33005350,625,53.59360863,-2.21638485
E33005351,582,53.59301766,-2.22158369
E33005352,428,53.59138532,-2.21970003
E33005353,353,53.59105770,-2.23200402
E33005354,274,53.59621503,-2.22794277
E33005355,333,53.59327597,-2.23974861
E33005356,322,53.59295178,-2.24946495
E33005357,390,53.58803911,-2.24418265
E33005358,373,53.58488490,-2.20899582
E33005359,409,53.59718639,-2.21463478
E33005360,444,53.57811130,-2.21954763
E33005361,339,53.59342245,-2.20799517
E33005362,394,53.58228149,-2.21705648
E33005363,278,53.55426061,-2.19845415
E33005364,336,53.56406602,-2.18350046
E33005365,354,53.56207415,-2.20048700
E33005366,625,53.56915541,-2.18871331
E33005367,306,53.55984342,-2.19191582
E33005368,333,53.55984620,-2.21454145
E33005369,445,53.55569736,-2.21071550
E33005370,251,53.55775996,-2.22028623
E33005371,488,53.55619620,-2.18492608
E33005372,380,53.54748361,-2.17958591
E33005373,831,53.55173381,-2.17887162
E33005374,364,53.54697806,-2.18550568
E33005375,293,53.55069264,-2.18288130
E33005376,339,53.54218014,-2.17294593
E33005377,273,53.54401053,-2.22695994
E33005378,1171,53.54677432,-2.20228674
E33005379,370,53.55436007,-2.19616703
E33005380,317,53.55134864,-2.19811945
E33005381,380,53.54759582,-2.19599270
E33005382,362,53.54330173,-2.22195851
E33005383,293,53.54964648,-2.19058241
E33005384,422,53.55209721,-2.19357064
E33005385,401,53.53730888,-2.19260660
E33005386,580,53.53823607,-2.19862744
E33005387,362,53.53826272,-2.18374850
E33005388,633,53.53577321,-2.42830798
E33005389,553,53.52731271,-2.41753302
E33005390,352,53.53470746,-2.42353505
E33005391,460,53.52837945,-2.40189000
E33005392,307,53.53083619,-2.41968484
E33005393,343,53.52820622,-2.41224952
E33005394,655,53.52637848,-2.40100895
E33005395,251,53.52389206,-2.39215591
E33005396,319,53.52892183,-2.38867686
E33005397,341,53.53112954,-2.40071002
E33005398,464,53.52344607,-2.41122992
E33005399,1561,53.53129611,-2.43957789
E33005400,431,53.51080998,-2.33696467
E33005401,258,53.51688447,-2.33285195
E33005402,534,53.51889155,-2.33020310
E33005403,457,53.52579020,-2.33222260
E33005404,251,53.52163801,-2.34899537
E33005405,517,53.51513194,-2.34064683
E33005406,389,53.51899534,-2.33595387
E33005407,612,53.52125994,-2.39616105
E33005408,293,53.52200818,-2.38540689
E33005409,664,53.51564904,-2.39428284
E33005410,462,53.52313388,-2.39962906
E33005411,353,53.51880206,-2.40407501
E33005412,518,53.52369481,-2.31525148
E33005413,333,53.50921010,-2.30674092
E33005414,344,53.51127328,-2.32073673
E33005415,276,53.50911309,-2.35154187
E33005416,281,53.51584887,-2.35167504
E33005417,315,53.51026907,-2.34289903
E33005418,408,53.51220027,-2.34200669
E33005419,227,53.51399749,-2.26219363
E33005420,337,53.51430177,-2.24889754
E33005421,407,53.51579138,-2.25437123
E33005422,232,53.51128202,-2.25248050
E33005423,290,53.51002952,-2.25901067
E33005424,402,53.51038224,-2.26297373
E33005425,681,53.51411027,-2.27047196
E33005426,341,53.50428984,-2.27936544
E33005427,304,53.50739297,-2.33392038
E33005428,276,53.50922568,-2.33370749
E33005429,322,53.50975096,-2.32586809
E33005430,538,53.49668731,-2.33810965
E33005431,306,53.51558670,-2.32813900
E33005432,396,53.50645268,-2.34086754
E33005433,354,53.50541355,-2.39089913
E33005434,564,53.50307585,-2.41886959
E33005435,389,53.50946999,-2.40550177
E33005436,340,53.51096171,-2.41357630
E33005437,308,53.50291969,-2.42457940
E33005438,231,53.50641344,-2.38624961
E33005439,409,53.51022462,-2.37397714
E33005440,308,53.50232676,-2.35336010
E33005441,325,53.50619229,-2.35067698
E33005442,295,53.50599665,-2.35828798
E33005443,227,53.49801972,-2.37786876
E33005444,303,53.50116714,-2.37138694
E33005445,359,53.49874567,-2.38067170
E33005446,327,53.49680086,-2.32173237
E33005447,940,53.50862358,-2.31449642
E33005448,255,53.50513030,-2.32251740
E33005449,298,53.50054344,-2.26800618
E33005450,219,53.50345575,-2.26401318
E33005451,294,53.50540599,-2.25100921
E33005452,289,53.49621754,-2.26055494
E33005453,360,53.50627896,-2.26128717
E33005454,624,53.50314267,-2.25558554
E33005455,261,53.49886430,-2.25621466
E33005456,316,53.50922561,-2.25354699
E33005457,326,53.49915292,-2.28771391
E33005458,674,53.49303810,-2.27545177
E33005459,283,53.49813306,-2.27482137
E33005460,825,53.49873234,-2.29414306
E33005461,243,53.49282130,-2.29741177
E33005462,538,53.49496716,-2.30531252
E33005463,330,53.49981801,-2.30858795
E33005464,378,53.50008057,-2.31632019
E33005465,286,53.49216330,-2.36782087
E33005466,594,53.48862243,-2.36357503
E33005467,448,53.48758392,-2.33685564
E33005468,403,53.48475244,-2.33512354
E33005469,775,53.48619125,-2.34825559
E33005470,429,53.49320837,-2.33507359
E33005471,522,53.48751402,-2.35269397
E33005472,732,53.48525212,-2.33763510
E33005473,535,53.49151718,-2.35316630
E33005474,243,53.48719488,-2.33339390
E33005475,320,53.49016118,-2.34330055
E33005476,318,53.49303579,-2.34985158
E33005477,282,53.48544384,-2.30875525
E33005478,286,53.49343252,-2.31275116
E33005479,411,53.48226656,-2.31228201
E33005480,1240,53.48243605,-2.31492313
E33005481,287,53.48967930,-2.31029857
E33005482,277,53.48981896,-2.31865367
E33005483,5940,53.48757984,-2.32342187
E33005484,301,53.48247289,-2.30576945
E33005485,1395,53.47976749,-2.29692266
E33005486,324,53.49175104,-2.32373424
E33005487,431,53.48707289,-2.25658753
E33005488,310,53.48358445,-2.25573371
E33005489,1216,53.49107552,-2.27535230
E33005490,564,53.48372325,-2.24952199
E33005491,256,53.48350635,-2.26409567
E33005492,322,53.49292397,-2.25935432
E33005493,329,53.48369768,-2.27669690
E33005494,698,53.48457135,-2.24717973
E33005495,387,53.48636678,-2.26440630
E33005496,450,53.48668012,-2.25191029
E33005497,406,53.49092938,-2.25268454
E33005498,340,53.48791154,-2.29643184
E33005499,364,53.48717758,-2.29370988
E33005500,264,53.48399786,-2.29735228
E33005501,395,53.49031878,-2.28457843
E33005502,286,53.48446160,-2.28680077
E33005503,556,53.48726607,-2.28445720
E33005504,285,53.48091416,-2.36446779
E33005505,410,53.47954595,-2.36667410
E33005506,260,53.48214964,-2.36791606
E33005507,428,53.47785708,-2.37926570
E33005508,232,53.46901592,-2.39472223
E33005509,434,53.48225982,-2.34278026
E33005510,367,53.47787258,-2.35267255
E33005511,284,53.47980434,-2.35587365
E33005512,329,53.47936650,-2.34066003
E33005513,257,53.47814663,-2.36389047
E33005514,374,53.47516660,-2.36941391
E33005515,719,53.48130495,-2.35888953
E33005516,393,53.48373007,-2.35149402
E33005517,409,53.47385605,-2.26567735
E33005518,958,53.47078998,-2.29307138
E33005519,875,53.47964599,-2.28442064
E33005520,237,53.47230040,-2.26901514
E33005521,255,53.46718473,-2.28166890
E33005522,455,53.47852218,-2.28147778
E33005523,652,53.47975035,-2.29370317
E33005524,355,53.47728017,-2.27082047
E33005525,348,53.46736059,-2.28740772
E33005526,1469,53.47381393,-2.28634220
E33005527,252,53.47912218,-2.28996427
E33005528,1866,53.47381471,-2.29023384
E33005529,830,53.47902495,-2.27766866
E33005530,874,53.47288950,-2.28470916
E33005531,735,53.46761511,-2.27656170
E33005532,406,53.45237682,-2.41457108
E33005533,392,53.44875091,-2.41467275
E33005534,374,53.44919913,-2.41892803
E33005535,806,53.46315384,-2.39487592
E33005536,314,53.43228975,-2.44306458
E33005537,336,53.42265187,-2.44132326
E33005538,390,53.43796032,-2.43224301
E33005539,384,53.43319239,-2.43260330
E33005540,775,53.42829743,-2.43410111
E33005541,313,53.44109827,-2.42035477
E33005542,429,53.44478351,-2.15514049
E33005543,527,53.44912407,-2.15635259
E33005544,559,53.43636698,-2.16588745
E33005545,501,53.45096699,-2.16597567
E33005546,497,53.43865126,-2.16055063
E33005547,342,53.44776433,-2.16562209
E33005548,563,53.43291747,-2.16115763
E33005549,625,53.43699556,-2.15668337
E33005550,555,53.42819653,-2.16554544
E33005551,299,53.43019030,-2.16078813
E33005552,334,53.43031616,-2.15445410
E33005553,517,53.43445823,-2.16515354
E33005554,273,53.43267896,-2.13158159
E33005555,253,53.42918071,-2.13422326
E33005556,309,53.42696934,-2.13395381
E33005557,288,53.42675462,-2.09026120
E33005558,461,53.42614652,-2.10041583
E33005559,291,53.43021033,-2.09565346
E33005560,389,53.42715422,-2.18286496
E33005561,240,53.42807871,-2.17925884
E33005562,277,53.42941727,-2.17720490
E33005563,266,53.42360719,-2.17823522
E33005564,420,53.42665893,-2.17551379
E33005565,363,53.41728639,-2.16389143
E33005566,318,53.42251165,-2.16307857
E33005567,370,53.42050471,-2.17158295
E33005568,226,53.41650422,-2.16926309
E33005569,284,53.42331733,-2.15628857
E33005570,447,53.42108913,-2.16056921
E33005571,316,53.41772350,-2.18882223
E33005572,360,53.41809660,-2.18927806
E33005573,403,53.41785491,-2.19956151
E33005574,339,53.42159045,-2.18371087
E33005575,336,53.42706778,-2.18786101
E33005576,409,53.42389453,-2.11849552
E33005577,351,53.41387374,-2.13386714
E33005578,316,53.41565630,-2.12358657
E33005579,565,53.42226812,-2.11604282
E33005580,284,53.42330327,-2.10561701
